,binWidth_1_ODI_male_P45_nrxn,binWidth_1_ODI_male_P45_control,L2FC,p_val,fdr_bh_adjusted_p_val,roi,animal_1,animal_2
wavelet-LLL_glcm_Idmn,0.4295432237590724,0.7685926002142992,-0.8394157734977008,0.1316048152522393,0.17547308700298572,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_GrayLevelVariance,0.3083654131709178,0.5960731225393097,-0.9508483633777113,0.1539799040173106,0.20224226199288556,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_GrayLevelNonUniformity,0.12188630028894684,0.42605175913271875,-1.8054927278937536,0.16120945385085667,0.20862399910110863,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.6470232551524023,0.3713367039141239,0.8010896440623068,0.16458356916860264,0.209903682417928,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_ZonePercentage,0.20833333333333334,0.4999999999999999,-1.2630344058337934,0.17462438139279846,0.21952779375094664,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_SmallAreaEmphasis,0.5135560179346558,0.7813904072272313,-0.6055218921442226,0.18981204139434527,0.23525999496763922,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.2879650204862928,0.6045748316439161,-1.0700273449193962,0.1965150245200128,0.2401850299689045,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.41218568448788945,0.6284375169685038,-0.6084749104853986,0.26611200874746493,0.3207925584900947,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.7033870188286206,0.47695375569034065,0.5604693172278161,0.27454072305663135,0.32281294532276256,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.26431181291128614,0.5023607543943728,-0.9264828569786229,0.2751246693091726,0.32281294532276256,r_hippocampus,male_P45_nrxn,male_P45_control
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.6214496222261425,0.37074908330634293,0.7451943184802572,0.31414458768358083,0.3637463646862515,r_hippocampus,male_P45_nrxn,male_P45_control
